Academic Term,Term Value,Queried Subject,Class Code,Class Nbr,Course Title,Units,Teaching Staff,Quota(s),Vacancy,Course Component,Section Code,Language,Period,Room,Meeting Date,Add Consent,Drop Consent,Course Offering Dept
2026-27 Term 1,2420,SPED,SPED2010B,8705,Team Sports 隊際運動,1.00,- Dr. MUI Suet Ying Rosetta - Ms. LI Sau Ying,22,22,PRA,BP01,C&E,Mo 12:30PM - 02:15PM,UG,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",,,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED2011-,8772,Teaching Basketball: T & P 籃球教學：理論與實踐,1.00,- Dr. MUI Suet Ying Rosetta,29,1,PRA,-P01,E,Th 10:30AM - 12:15PM,UG,"9/10, 9/17, 9/24",,Yes,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED2011-,8772,Teaching Basketball: T & P 籃球教學：理論與實踐,1.00,- Dr. MUI Suet Ying Rosetta,29,1,PRA,-P01,E,Th 10:30AM - 12:15PM,UG,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",,Yes,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED2031-,7076,Teaching Soccer: T & P 足球教學：理論與實踐,1.00,- Dr. John Timothy O'REILLY,26,4,PRA,-P01,E,Th 10:30AM - 12:15PM,HYS_501,"9/10, 9/17, 9/24",,Yes,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED2031-,7076,Teaching Soccer: T & P 足球教學：理論與實踐,1.00,- Dr. John Timothy O'REILLY,26,4,PRA,-P01,E,Th 10:30AM - 12:15PM,HYS_501,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",,Yes,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED2051A,8841,Teaching Badminton: T & P 羽毛球教學：理論與實踐,1.00,- Dr. MUI Suet Ying Rosetta,13,13,PRA,AP01,E,Tu 10:30AM - 12:15PM,UG,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",,,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED2051B,8827,Teaching Badminton: T & P 羽毛球教學：理論與實踐,1.00,- Dr. MUI Suet Ying Rosetta,13,13,PRA,BP01,E,Tu 12:30PM - 02:15PM,UG,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",,,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED2110A,8826,Individual Sports 個人項目運動,1.00,- Miss MA Man Sum - Ms. LI Sau Ying,23,23,PRA,AP01,C&E,We 02:30PM - 04:15PM,SP,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",,,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED2110B,8692,Individual Sports 個人項目運動,1.00,- Miss MA Man Sum - Ms. LI Sau Ying,22,22,PRA,BP01,C&E,We 04:30PM - 06:15PM,SP,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",,,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED2111A,7910,Teaching Swimming I: T & P 游泳教學 I：理論與實踐,1.00,- Ms. TAM Sze Man Simone,16,15,PRA,AP01,E,TBA,SP,07/09/2026 - 30/11/2026,,,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED2111A,7910,Teaching Swimming I: T & P 游泳教學 I：理論與實踐,1.00,- Ms. TAM Sze Man Simone,16,15,PRA,AP01,E,TBA,SP,07/09/2026 - 30/11/2026,,,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED2111B,7911,Teaching Swimming I: T & P 游泳教學 I：理論與實踐,1.00,- Ms. TAM Sze Man Simone,16,14,PRA,BP01,E,TBA,SP,07/09/2026 - 30/11/2026,,,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED2111B,7911,Teaching Swimming I: T & P 游泳教學 I：理論與實踐,1.00,- Ms. TAM Sze Man Simone,16,14,PRA,BP01,E,TBA,SP,07/09/2026 - 30/11/2026,,,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED2131-,8459,Tea Track & Field I: T & P 田徑教學 I：理論與實踐,1.00,- Ms. TAM Sze Man Simone,30,0,PRA,-P01,E,We 02:30PM - 04:15PM,YIA_402,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",,Yes,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED2141A,8897,Fundamental Mov & Dance 基礎動作與舞蹈,1.00,- Dr. CHEUNG Sin Ting Juanita - Ms. TAM Sze Man Simone,31,29,PRA,AP01,E,We 08:30AM - 10:15AM,UG,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",,Yes,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED2141B,8857,Fundamental Mov & Dance 基礎動作與舞蹈,1.00,- Dr. CHEUNG Sin Ting Juanita - Ms. TAM Sze Man Simone,23,23,PRA,BP01,C&E,Tu 02:30PM - 04:15PM,UG,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",,,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED2141C,8706,Fundamental Mov & Dance 基礎動作與舞蹈,1.00,- Dr. CHEUNG Sin Ting Juanita - Ms. TAM Sze Man Simone,22,22,PRA,CP01,C&E,Tu 04:30PM - 06:15PM,UG,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",,,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED2211A,8773,Teaching Gymnastics: T & P 體操教學：理論與實踐,1.00,- Mr. NG Kiu Chung,13,13,PRA,AP01,E,We 02:30PM - 04:15PM,UG,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",,,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED2211B,8774,Teaching Gymnastics: T & P 體操教學：理論與實踐,1.00,- Mr. NG Kiu Chung,13,13,PRA,BP01,E,We 04:30PM - 06:15PM,UG,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",,,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED2520-,5711,Func'l Human Anatomy & Sp Inj 功能性人體解剖學及運動創傷,3.00,- Mr LO King Yuen,118,114,LEC,-,E,Fr 08:30AM - 11:15AM,CK_TSE,"9/11, 9/18, 9/25, 10/2, 10/9, 10/16, 10/23, 10/30, 11/6, 11/13, 11/20, 11/27, 12/4",,Yes,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED2600A,7146,"Bas Sta, Test & Meas for P.E. 基本體育統計、測檢與量度學",3.00,- Professor Jozo GRGIC,52,23,LEC,A,E,Tu 09:30AM - 11:15AM,HCA_103,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",Yes,Yes,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED2600A,7146,"Bas Sta, Test & Meas for P.E. 基本體育統計、測檢與量度學",3.00,- Professor Jozo GRGIC,52,23,LAB,AL01,E,Tu 11:30AM - 12:15PM,HCA_103,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",Yes,Yes,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED2600B,7148,"Bas Sta, Test & Meas for P.E. 基本體育統計、測檢與量度學",3.00,- Professor Jozo GRGIC,52,50,LEC,B,E,Th 09:30AM - 11:15AM,HCA_103,"9/10, 9/17, 9/24",Yes,Yes,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED2600B,7148,"Bas Sta, Test & Meas for P.E. 基本體育統計、測檢與量度學",3.00,- Professor Jozo GRGIC,52,50,LEC,B,E,Th 09:30AM - 11:15AM,HCA_103,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",Yes,Yes,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED2600B,7148,"Bas Sta, Test & Meas for P.E. 基本體育統計、測檢與量度學",3.00,- Professor Jozo GRGIC,52,50,LAB,BL01,E,Th 11:30AM - 12:15PM,HCA_103,"9/10, 9/17, 9/24",Yes,Yes,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED2600B,7148,"Bas Sta, Test & Meas for P.E. 基本體育統計、測檢與量度學",3.00,- Professor Jozo GRGIC,52,50,LAB,BL01,E,Th 11:30AM - 12:15PM,HCA_103,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",Yes,Yes,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED2700-,8439,Principles of Strength T & C 肌力與體能訓練原理,3.00,- Dr. LEE Wai Yuk Justin - Professor Jozo GRGIC - Professor POON Tsz Chun,11,2,LEC,-,E,We 10:30AM - 01:15PM,ELB_206,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",,Yes,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED2720-,8456,Foundation of Phy Ed & Sports 體育與運動基礎,3.00,- Miss MA Man Sum,110,107,LEC,-,E,Th 02:30PM - 05:15PM,YIA_LT7,"9/10, 9/17, 9/24",,Yes,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED2720-,8456,Foundation of Phy Ed & Sports 體育與運動基礎,3.00,- Miss MA Man Sum,110,107,LEC,-,E,Th 02:30PM - 05:15PM,YIA_LT7,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",,Yes,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED3220A,7083,Alternative Sports 另類運動,1.00,- Ms. LI Sau Ying,15,15,PRA,AP01,E,Tu 02:30PM - 04:15PM,YIA_511,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",,,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED3220B,7084,Alternative Sports 另類運動,1.00,- Ms. LI Sau Ying,14,13,PRA,BP01,E,Tu 04:30PM - 06:15PM,YIA_511,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",,,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED3250-,8767,Tea Dances:TP 舞蹈教學：理論與實踐,1.00,- Ms. YIP Lai Yee,26,3,PRA,-P01,C&E,Th 02:30PM - 04:15PM,USCTT,"9/10, 9/17, 9/24",,Yes,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED3250-,8767,Tea Dances:TP 舞蹈教學：理論與實踐,1.00,- Ms. YIP Lai Yee,26,3,PRA,-P01,C&E,Th 02:30PM - 04:15PM,USCTT,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",,Yes,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED3410-,8465,Curriculum Planning for P.E. 體育課程設計,3.00,- Ms. LI Sau Ying,40,11,LEC,-,C&E,Th 02:30PM - 05:15PM,CKB_UG04,"9/10, 9/17, 9/24",,Yes,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED3410-,8465,Curriculum Planning for P.E. 體育課程設計,3.00,- Ms. LI Sau Ying,40,11,LEC,-,C&E,Th 02:30PM - 05:15PM,CKB_UG04,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",,Yes,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED3440-,7085,Pedagogy of Secondary PE 中學體育教學法,3.00,- Dr. CHEUNG Sin Ting Juanita,27,4,LEC,-,C&E,Tu 09:30AM - 11:15AM,ARC_211,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",,Yes,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED3440-,7085,Pedagogy of Secondary PE 中學體育教學法,3.00,- Dr. CHEUNG Sin Ting Juanita,27,4,LAB,-L01,C&E,Tu 11:30AM - 12:15PM,ARC_211,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",,Yes,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED3450-,7088,Pedagogy of Primary Pe 小學體育教學法,3.00,- Dr. CHEUNG Sin Ting Juanita,30,0,LEC,-,E,Mo 12:30PM - 02:15PM,ARC_211,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",,Yes,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED3450-,7088,Pedagogy of Primary Pe 小學體育教學法,3.00,- Dr. CHEUNG Sin Ting Juanita,30,0,LEC,-,E,Mo 12:30PM - 02:15PM,ARC_211,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",,Yes,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED3450-,7088,Pedagogy of Primary Pe 小學體育教學法,3.00,- Dr. CHEUNG Sin Ting Juanita,30,0,PRA,-P01,E,Mo 02:30PM - 03:15PM,ARC_211,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",,Yes,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED3450-,7088,Pedagogy of Primary Pe 小學體育教學法,3.00,- Dr. CHEUNG Sin Ting Juanita,30,0,PRA,-P01,E,Mo 02:30PM - 03:15PM,ARC_211,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",,Yes,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED3700-,8486,Sports and Health Technology 運動及健康相關科技,3.00,- Professor YU Pak Hung,45,45,LEC,-,E,We 02:30PM - 05:15PM,WMY_403,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",,,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED3731-,8716,Select Topics in Sp Sociology 運動社會學專題研習,3.00,- Professor SUM Kim Wai Raymond,45,45,LEC,-,E,Th 10:30AM - 01:15PM,HTB_B5,"9/10, 9/17, 9/24",,,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED3731-,8716,Select Topics in Sp Sociology 運動社會學專題研習,3.00,- Professor SUM Kim Wai Raymond,45,45,LEC,-,E,Th 10:30AM - 01:15PM,HTB_B5,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",,,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED3820-,7090,Introd to Exer & Sports Psy 體育運動心理學導論,3.00,- Professor SIT Hui Ping,75,1,LEC,-,E,Tu 09:30AM - 11:15AM,YIA_LT9,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",,Yes,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED3820-,7090,Introd to Exer & Sports Psy 體育運動心理學導論,3.00,- Professor SIT Hui Ping,75,1,LAB,-L01,E,Tu 11:30AM - 12:15PM,YIA_LT9,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",,Yes,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED4400-,6051,Teaching Practice in Secondary 中學教學實習,4.00,- Dr. CHEUNG Sin Ting Juanita - Dr. John Timothy O'REILLY - Dr. MUI Suet Ying Rosetta - Miss MA Man Sum - Ms. LI Sau Ying - Ms. TAM Sze Man Simone,1,0,PRA,-P01,C&E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED4570-,7093,Edu & Promo of Exer & Health 運動與健康教育及推廣,3.00,- Professor WONG Heung Sang Stephen,79,12,LEC,-,E,Tu 02:30PM - 04:15PM,CK_TSE,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",,Yes,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED4570-,7093,Edu & Promo of Exer & Health 運動與健康教育及推廣,3.00,- Professor WONG Heung Sang Stephen,79,12,FLD,-F01,E,Tu 04:30PM - 05:15PM,CK_TSE,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",,Yes,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,SPED,SPED4640-,5043,Human Kinematics & Kinetics 運動學及動力學,3.00,- Dr. ZHENG Xiaoping,45,45,LEC,-,E,We 02:30PM - 05:15PM,WMY_406,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",,,Dept of Sports Sc & Phy Edu
2026-27 Term 1,2420,STAR,STAR2000-,6196,UG Research in Science I 科研培訓（一）,1.00,- Staff,30,17,OTH,-O01,C&E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,,Fac Office of Science
2026-27 Term 1,2420,STAR,STAR2050-,7883,Seminar I 學術報告（一）,1.00,- Staff,30,19,SEM,-S01,C&E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,,Fac Office of Science
2026-27 Term 1,2420,STAR,STAR3000-,6037,UG Research in Science II 科研培訓（二）,2.00,- Staff,30,25,OTH,-O01,C&E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,,Fac Office of Science
2026-27 Term 1,2420,STAR,STAR3050-,7884,Seminar II 學術報告（二）,1.00,- Staff,30,27,SEM,-S01,C&E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,,Fac Office of Science
2026-27 Term 1,2420,STAR,STAR4000-,6371,UG Research in Science III 科研培訓（三）,3.00,- Staff,30,29,OTH,-O01,C&E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,,Fac Office of Science
2026-27 Term 1,2420,STAR,STAR4050-,6392,Seminar III 學術報告（三）,1.00,- Staff,30,28,OTH,-O01,C&E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,,Fac Office of Science
2026-27 Term 1,2420,STAT,STAT1011A,9714,Introduction to Statistics 統計導論,3.00,- Dr. HO Kwok Wah,150,147,LEC,A,E,We 02:30PM - 05:15PM,YIA_LT7,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",,,Dept of Stat and Data Sci
2026-27 Term 1,2420,STAT,STAT1011A,9714,Introduction to Statistics 統計導論,3.00,- Dr. HO Kwok Wah,150,147,TUT,AT01,E,TBA,TBA,07/09/2026 - 30/11/2026,,,Dept of Stat and Data Sci
2026-27 Term 1,2420,STAT,STAT1011B,9334,Introduction to Statistics 統計導論,3.00,- Dr. LEUNG Sze Him Isaac,150,150,LEC,B,E,Mo 11:30AM - 12:15PM,YIA_LT6,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",,,Dept of Stat and Data Sci
2026-27 Term 1,2420,STAT,STAT1011B,9334,Introduction to Statistics 統計導論,3.00,- Dr. LEUNG Sze Him Isaac,150,150,LEC,B,E,Mo 11:30AM - 12:15PM,YIA_LT6,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",,,Dept of Stat and Data Sci
2026-27 Term 1,2420,STAT,STAT1011B,9334,Introduction to Statistics 統計導論,3.00,- Dr. LEUNG Sze Him Isaac,150,150,LEC,B,E,Th 12:30PM - 02:15PM,YIA_LT6,"9/10, 9/17, 9/24",,,Dept of Stat and Data Sci
2026-27 Term 1,2420,STAT,STAT1011B,9334,Introduction to Statistics 統計導論,3.00,- Dr. LEUNG Sze Him Isaac,150,150,LEC,B,E,Th 12:30PM - 02:15PM,YIA_LT6,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",,,Dept of Stat and Data Sci
2026-27 Term 1,2420,STAT,STAT1011B,9334,Introduction to Statistics 統計導論,3.00,- Dr. LEUNG Sze Him Isaac,150,150,TUT,BT01,E,TBA,TBA,07/09/2026 - 30/11/2026,,,Dept of Stat and Data Sci
2026-27 Term 1,2420,STAT,STAT1011C,9415,Introduction to Statistics 統計導論,3.00,- Dr. CHAN Chun Man,150,150,LEC,C,E,We 02:30PM - 05:15PM,YIA_LT5,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",,,Dept of Stat and Data Sci
2026-27 Term 1,2420,STAT,STAT1011C,9415,Introduction to Statistics 統計導論,3.00,- Dr. CHAN Chun Man,150,150,TUT,CT01,E,TBA,TBA,07/09/2026 - 30/11/2026,,,Dept of Stat and Data Sci
2026-27 Term 1,2420,STAT,STAT1012A,5289,Statistics for Life Sciences 生命科學統計,3.00,- Dr. OUYANG Ming,100,99,LEC,A,E,Mo 02:30PM - 04:15PM,YIA_LT6,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",,,Dept of Stat and Data Sci
2026-27 Term 1,2420,STAT,STAT1012A,5289,Statistics for Life Sciences 生命科學統計,3.00,- Dr. OUYANG Ming,100,99,LEC,A,E,Mo 02:30PM - 04:15PM,YIA_LT6,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",,,Dept of Stat and Data Sci
2026-27 Term 1,2420,STAT,STAT1012A,5289,Statistics for Life Sciences 生命科學統計,3.00,- Dr. OUYANG Ming,100,99,LEC,A,E,We 11:30AM - 12:15PM,YIA_LT7,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",,,Dept of Stat and Data Sci
2026-27 Term 1,2420,STAT,STAT1012A,5289,Statistics for Life Sciences 生命科學統計,3.00,- Dr. OUYANG Ming,100,99,TUT,AT01,E,TBA,TBA,07/09/2026 - 30/11/2026,,,Dept of Stat and Data Sci
2026-27 Term 1,2420,STAT,STAT2001A,5288,Basic Con in Stat & Prob I 統計及概率基本概念（一）,3.00,- Professor LIN Yingxin,160,160,LEC,A,E,Mo 11:30AM - 12:15PM,SC_L1,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",,,Dept of Stat and Data Sci
2026-27 Term 1,2420,STAT,STAT2001A,5288,Basic Con in Stat & Prob I 統計及概率基本概念（一）,3.00,- Professor LIN Yingxin,160,160,LEC,A,E,Mo 11:30AM - 12:15PM,SC_L1,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",,,Dept of Stat and Data Sci
2026-27 Term 1,2420,STAT,STAT2001A,5288,Basic Con in Stat & Prob I 統計及概率基本概念（一）,3.00,- Professor LIN Yingxin,160,160,LEC,A,E,We 12:30PM - 02:15PM,BMS_G18,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",,,Dept of Stat and Data Sci
2026-27 Term 1,2420,STAT,STAT2001A,5288,Basic Con in Stat & Prob I 統計及概率基本概念（一）,3.00,- Professor LIN Yingxin,160,160,TUT,AT01,E,TBA,TBA,07/09/2026 - 30/11/2026,,,Dept of Stat and Data Sci
2026-27 Term 1,2420,STAT,STAT2001B,5310,Basic Con in Stat & Prob I 統計及概率基本概念（一）,3.00,- Professor ZHANG Jiacheng,160,160,LEC,B,E,Mo 01:30PM - 02:15PM,BMS_G18,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",,,Dept of Stat and Data Sci
2026-27 Term 1,2420,STAT,STAT2001B,5310,Basic Con in Stat & Prob I 統計及概率基本概念（一）,3.00,- Professor ZHANG Jiacheng,160,160,LEC,B,E,Mo 01:30PM - 02:15PM,BMS_G18,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",,,Dept of Stat and Data Sci
2026-27 Term 1,2420,STAT,STAT2001B,5310,Basic Con in Stat & Prob I 統計及概率基本概念（一）,3.00,- Professor ZHANG Jiacheng,160,160,LEC,B,E,We 09:30AM - 11:15AM,HTB_B6,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",,,Dept of Stat and Data Sci
2026-27 Term 1,2420,STAT,STAT2001B,5310,Basic Con in Stat & Prob I 統計及概率基本概念（一）,3.00,- Professor ZHANG Jiacheng,160,160,TUT,BT01,E,TBA,TBA,07/09/2026 - 30/11/2026,,,Dept of Stat and Data Sci
2026-27 Term 1,2420,STAT,STAT2005A,7437,Programming Lang for Stat 統計電腦語言,3.00,- Dr. WONG Tat Wing,150,150,LEC,A,E,Mo 04:30PM - 05:15PM,ERB_LT,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",,,Dept of Stat and Data Sci
2026-27 Term 1,2420,STAT,STAT2005A,7437,Programming Lang for Stat 統計電腦語言,3.00,- Dr. WONG Tat Wing,150,150,LEC,A,E,Mo 04:30PM - 05:15PM,ERB_LT,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",,,Dept of Stat and Data Sci
2026-27 Term 1,2420,STAT,STAT2005A,7437,Programming Lang for Stat 統計電腦語言,3.00,- Dr. WONG Tat Wing,150,150,LEC,A,E,We 02:30PM - 04:15PM,ERB_LT,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",,,Dept of Stat and Data Sci
2026-27 Term 1,2420,STAT,STAT2005A,7437,Programming Lang for Stat 統計電腦語言,3.00,- Dr. WONG Tat Wing,150,150,TUT,AT01,E,TBA,TBA,07/09/2026 - 30/11/2026,,,Dept of Stat and Data Sci
2026-27 Term 1,2420,STAT,STAT2006A,9329,Basic Con in Stat & Prob II 統計及概率基本概念（二）,3.00,- Dr. LIU Kin Yat,150,149,LEC,A,E,Mo 02:30PM - 04:15PM,BMS_G18,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",,,Dept of Stat and Data Sci
2026-27 Term 1,2420,STAT,STAT2006A,9329,Basic Con in Stat & Prob II 統計及概率基本概念（二）,3.00,- Dr. LIU Kin Yat,150,149,LEC,A,E,Mo 02:30PM - 04:15PM,BMS_G18,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",,,Dept of Stat and Data Sci
2026-27 Term 1,2420,STAT,STAT2006A,9329,Basic Con in Stat & Prob II 統計及概率基本概念（二）,3.00,- Dr. LIU Kin Yat,150,149,LEC,A,E,We 12:30PM - 01:15PM,LSK_LT3,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",,,Dept of Stat and Data Sci
